"Region","Land_Type","Ownership","Component","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086"
"Central_Coast","Coastal_marsh","DoD","Soil",1,1,1,1,1,1,1,1,1,1,1,0.607442498207092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89246666431427,-0.0383157171308994,1,0.526528596878052,1,1,0.88328629732132,1,1,1,1,1,1,1,1,1,-0.57110059261322,1,1,1,1.38706970214844,1,1,1,1,1,1,1,-0.541805803775787,1,1,1,1,1,1.30518960952759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.48013269901276,1
"Central_Coast","Coastal_marsh","Easement","Soil",1,1.14204619357243,0.999603363824017,0.586938557135773,0.80948555473476,0.814721531531912,0.656542011714996,0.982185999050419,1,1.00049918937556,0.991079709314285,0.831518767441207,0.99240495098081,0.816894676496691,1.00703937829809,0.973531373043327,0.386143625535546,0.920040514954227,0.958365224539599,0.949615255870084,1.13681863953776,1.23603370654932,1,1.29558723435757,0.541387710779747,0.952499585979162,0.948422429964263,0.748963081102045,0.648080395772419,0.617985706697119,0.971234756264281,0.994043379863526,0.650232277929466,0.991510404234237,1.41256028596074,1.05565091299805,0.786869779466949,1.0101500253411,1,1,1,1,0.666767892923127,0.72893347448491,1.01202648909802,0.999575981038048,0.985143895082651,0.999144232891341,0.957792030369982,0.951099425395753,1.02295487453329,0.346920282198513,1.25113969502297,1.00980263282644,-0.122854981759682,1,0.968442070357343,1.09455076399002,0.980655620310535,0.42055469738478,1.07300165676056,1,1.01188550635855,1,1.02364692091942,1.47526900176989,0.696289647608361,1,1,1.71965293189947,-0.105141387261609,1,0.999981624173357,0.971407744597564,0.144666357897222,1.10183665624007,1
"Central_Coast","Coastal_marsh","Local_gov","Soil",1,1.0009471482827,1.00195424884032,-0.629743261438188,1.00191424387462,0.998054026049337,-0.651610709309075,1.00027213269019,1,1,1,0.951757141803924,0.999350566371016,0.995801757839012,1.00270474085524,0.999934044290888,-0.315507989580997,1.0008235429202,1,1.00140859470802,1.00128621940927,1.00342512359735,1.00155060162456,1.00352228516324,0.992950297004261,0.999625661141162,0.983209923033079,0.874569630492074,0.995447284436572,0.928832660303365,1,1.0017342721971,-0.574988237576765,1,1.0129425778494,0.0573081923367995,0.98967877444617,0.997994880014968,1.00281879774541,1.00375945026681,1.00529370281113,1.00322108743117,0.805838095551633,-0.335805364089256,1.00373210146262,1.00435355144163,0.627761936515416,0.996294152628681,1.00153505390703,0.997390614502806,0.996216138428903,0.99147720203937,1.00343856014871,0.993786156484713,0.311458646855503,1.00066164220178,1,1.46403559976754,0.998432664224808,0.992863623375038,1.03755886495514,1.00017623575185,1,1,1.00588875265209,1.00350044025177,0.994974657504536,1.0036130730815,1.00459233191206,1.85335137012618,0.99137608652727,0.996227163533466,1.00003982396418,0.999751897383607,0.9931352338846,1.05777038349205,0.990482415800893
"Central_Coast","Coastal_marsh","NPS","Soil",1,1,1.29141163825989,0.898924112319946,1.14745986461639,0.862950801849365,1.01845955848694,1,1,1,1,1,1.01858460903168,0.551576733589172,1,1,0.915255784988403,1.01279759407043,1,1,1.08558690547943,1.1325660943985,1.2308954000473,1.06435811519623,0.41565927863121,0.944258332252502,1,1.35784816741943,0.894217669963837,0.245660945773125,1,1,0.94369649887085,1,2.33500027656555,1.45738387107849,1.01227223873138,0.810585677623749,1,1.24004435539246,1.54398894309998,1,1.31205356121063,1.17466497421265,1.5557359457016,1.64827418327332,1.91051602363586,0.572327435016632,1.34318816661835,0.552432477474213,0.41280797123909,0.399484306573868,0.939750015735626,0.603217601776123,-0.0962566137313843,1.08012306690216,1,1.68632435798645,1,0.499881476163864,1,1,1,1,1.62900674343109,1.22834610939026,0.495279759168625,1.37218177318573,1,0.949117422103882,0.823988914489746,0.590866565704346,1,1,0.652060806751251,1,0.937317609786987
"Central_Coast","Coastal_marsh","Other_fed","Soil",1,1.01074178256876,0.999968746438768,-0.811447347425656,0.988825429995273,0.988368413226349,-0.832786757931423,1,1,1,1,0.994243531297917,1,0.986540170476323,1,0.999251984193618,-0.477890427859267,0.996568468224145,1,1,1.01515165292189,1.02229292422392,1,1.02755885558608,0.964553093888091,1,0.999967633188817,0.999687473948892,0.974991389444961,0.977669128721476,1,1,-0.731298694516587,1,1.0325193002684,-0.0348809496834583,0.982688716664242,1,1,1,1,1,0.999527109282849,-0.483918663203639,1,1,0.525388630986321,0.999932568506478,1,1,1.00180876485871,0.949078385824035,1.02536267393198,1.00550753297401,0.414295345208429,1,1,1.50845449740087,1,0.957155507562858,1.00009186002093,1,1,1,1,1.0374495564151,0.976789276219783,1,1,1.97670744612904,0.914498139853414,1,1,1,0.933016721688841,1.00014451671486,1
"Central_Coast","Coastal_marsh","Private","Soil",1,1.02737339536102,1.00058082225284,0.433229024700415,0.986675529331997,0.969141114760398,0.436810509923176,0.999752159326422,1,1.00000423451284,0.999924331151022,0.782074323634696,0.993573079590444,0.963897754102683,1.0224340201252,0.99791206409312,0.461186235773537,0.999406954746648,0.999646821426841,1.01122485229801,1.03393355764503,1.05511821751052,1.00052455982693,1.07676696966411,0.902224300788277,0.999470427779881,0.913637273657761,0.452644421497891,0.920931186114547,0.6423601961154,0.999755990812325,1.0142958135344,0.401578380026898,0.999927984640578,1.09672378631159,0.750755443200076,0.881660469284836,0.993591481986061,1.0233178143434,1.0183092510712,1.01480640972201,1.02664565729356,0.148250779509161,0.547340475376974,1.00136456702033,1.00146918515978,1.07545785648895,0.992005189391853,0.99405479704533,1.0018466745153,1.00336658619537,0.862921389841718,1.07846752978908,0.979524561537079,-0.194184064530413,1.00120421009132,0.999732301076689,1.16773030733785,0.986870504377576,0.887217081611516,1.16099164551236,1.0014578671169,1.00010082211638,1,1.01539954452285,1.08679776432082,0.938206783095074,1.01005792511001,1.03798894159864,1.46194240474492,0.777016818979467,0.990589304811225,1.00032927811726,0.997705090072245,0.833936467181037,1.24226115584256,0.924607915216868
"Central_Coast","Coastal_marsh","State_gov","Soil",1,1.0329444276248,1.00389683712169,-0.43567669008891,0.967213479034712,0.961890338239838,-0.440969952371306,0.997952736637174,1,1,1,0.945880169253845,1.00025472708586,0.951927745942106,1,0.997670006313317,-0.225457181148944,0.98948653336087,1,1,1.04836895228148,1.06477988310161,1.00316473229505,1.0867251662934,0.87786724094135,0.999235985402635,0.990187532643022,0.910157994310177,0.920650814770757,0.877341780955636,1,1,-0.376879460754316,1,1.11959231186307,0.237978936814071,0.946245308415674,0.997403821717336,1,1.00329013104462,1.00745610079728,1,0.860913447607651,-0.164494408014078,1.00761710928205,1.00888547040536,0.674495001149007,0.993928129461266,1.00470385583236,0.993865484576721,0.997585862600799,0.830256971803053,1.0781763605032,1.01171697202232,0.255824518872973,1.00109819449565,1,1.40923327223233,1,0.859688935744731,1.027848695124,1,1,1,1.00862138420399,1.11978137663241,0.917603019990063,1.00510125224231,1,1.86580851536427,0.730372180565604,0.994392275496886,1,1,0.784359040427736,1.043812334157,0.999140853457463
"Central_Coast","Cultivated","BLM","Soil",1,0.856905066384991,0.914070839384878,0.61556903135475,0.183780283489519,0.802222178898906,0.972259325021436,0.307535307404029,0.806449991375114,0.978988528754111,1.00486871670286,0.356707300322178,0.981069286454967,0.99450765705586,0.945657118479746,0.955847624188186,-0.811118916621805,0.980853772305756,0.965473384544395,0.955841126256044,1.01161530552138,-0.842034219428871,0.976465378470868,1.17629858280928,-0.358646125799947,0.949470043355095,0.972194792378941,0.95280364072549,0.812230664018501,0.923456785896179,0.977898195150404,0.99627128136673,-0.186313478055652,0.963708205268305,1.43947236714633,0.996926128900926,0.958465047089058,1.0141264803794,0.971778108774674,0.992791975166323,1.02633279530593,1.01355497546894,1.01163186049687,0.984301592954469,1.00902203865373,1.03697435710151,1.29652666335865,1.03914755258302,0.890797126196877,0.98065959477701,0.968173461993368,0.0730558856916105,0.992041216080424,0.959862338861207,0.552279958570154,0.983592768332227,1.0127528253295,0.995423148913178,0.960218172445815,0.526666166006172,0.991357728540583,0.982997600880262,0.939869286037764,0.994441891903621,0.999819756873164,1.0325665879886,-0.358549585300954,0.948431657926216,1.04411965746774,0.991989818400653,0.0308616456700326,0.981462210165562,0.989673524623927,0.961490128891988,-0.276246286358149,0.994960286594668,1.00894764627873
"Central_Coast","Cultivated","DoD","Soil",1,1.09360553853557,0.999840965759284,0.332919141439618,0.236103466604745,0.394002849830964,0.650357034303127,0.565923243917354,1,1.00724746655799,0.870491016842271,0.678595314944215,0.889731499772357,0.753109087066824,1.10220101088277,0.749733592713369,-0.420906976696177,0.453917875980561,0.395526712765985,0.268490544890226,0.271764983928174,-0.122331627233562,1,0.353916763009006,0.374523410382864,0.310366608426612,0.57374598696651,0.470018458841335,0.371310954458504,0.849391586866755,0.582372638095389,0.913518982271841,0.303399739798807,0.876744048621093,1.16345295789589,0.975097590533535,1.00723579967677,1.14736285030003,1,1,1,1,0.87489303865059,0.818754784481123,1.1746062352583,0.99384389292493,0.824231955957715,0.999656873778549,0.387204809738989,0.290038417361568,1.00920392859551,0.3933878270629,0.102083387474904,0.155566969761492,0.532205944183187,1,0.541827108265779,1.08637278016812,0.719149181157096,0.263535658311456,1.14437899022283,1,1.1725593814197,1,1.34331713965214,1.19056266021439,0.476597531112294,1,1,1.50799340514758,0.19800044887391,1,0.999733211090642,0.584884164225091,0.392114933258323,1.03823303440938,1
"Central_Coast","Cultivated","Easement","Soil",1,0.985993513163984,1.03986899412863,0.124982828887862,0.920110725455761,0.914188525664575,0.175405908953614,0.779523816156583,0.995414993911199,1.0000427749124,1.00473798694083,0.859810948588663,1.00004633597959,0.881129222754148,1.00230896120352,0.991507228020556,-0.392989620853882,0.977225588530949,0.985667220304114,0.982637344588652,1.04722290825898,0.404300600359406,1.0345393495258,1.09973514462356,0.382001388803683,0.975278844191743,0.984482503240869,0.988807765831685,0.883847220000538,0.78406222410354,0.990087455569509,0.997947340119874,-0.222008786193236,0.99707447306902,1.337297658628,0.663381751644985,0.942932788307407,0.975163465533321,1,1.03595652088319,1.08137461482581,1,0.964811442071089,0.358784862094757,1.0872761794882,1.09682839385719,0.957785245520087,0.935786750223677,1.03119165376794,0.916197734513627,0.918553558305704,0.422136451545379,1.05622499944146,0.939397338938162,0.297933619097136,1.01198550777645,0.989203537589068,1.33197779287961,0.993333898891529,0.739533784721369,1.01875314740272,1,1.00300726502362,1.00000393954991,1.10224108257138,1.16647767209594,0.480362340818346,1.05557005943996,1,1.5662528270289,0.537654648596564,0.938798249393733,0.999993667663667,0.990147067598365,0.446315825437963,1.02508258550973,0.990623420889994
